Drug1,Drug2,Cell_line,classification
Vandetanib,Dacarbazine,KM12_LARGE_INTESTINE,antagonism
Vandetanib,Dacarbazine,NCIH460_LUNG,antagonism
Vandetanib,Dacarbazine,NCIH522_LUNG,antagonism
Vandetanib,Dacarbazine,UO31_KIDNEY,antagonism
Vandetanib,Dasatinib,A549_LUNG,synergy
Vandetanib,Dasatinib,ACHN_KIDNEY,synergy
Vandetanib,Dasatinib,BT549_BREAST,synergy
Vandetanib,Dasatinib,CAKI1_KIDNEY,synergy
Vandetanib,Dasatinib,HOP92_LUNG,synergy
Vandetanib,Dasatinib,IGROV1_OVARY,synergy
Vandetanib,Dasatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Dasatinib,MDAMB231_BREAST,synergy
Vandetanib,Dasatinib,NCIH2122_LUNG,synergy
Vandetanib,Dasatinib,NCIH226_LUNG,synergy
Vandetanib,Dasatinib,NCIH23_LUNG,antagonism
Vandetanib,Dasatinib,NCIH460_LUNG,synergy
Vandetanib,Dasatinib,PC3_PROSTATE,synergy
Vandetanib,Dasatinib,SKOV3_OVARY,antagonism
Vandetanib,Decitabine,CAKI1_KIDNEY,antagonism
Vandetanib,Decitabine,DU145_PROSTATE,antagonism
Vandetanib,Decitabine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Decitabine,HS578T_BREAST,synergy
Vandetanib,Decitabine,IGROV1_OVARY,synergy
Vandetanib,Decitabine,MDAMB435S_SKIN,synergy
Vandetanib,Decitabine,NCIH522_LUNG,antagonism
Vandetanib,Decitabine,PC3_PROSTATE,antagonism
Vandetanib,Decitabine,UO31_KIDNEY,antagonism
Vandetanib,Dexrazoxane,ACHN_KIDNEY,antagonism
Vandetanib,Dexrazoxane,DU145_PROSTATE,antagonism
Vandetanib,Dexrazoxane,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Dexrazoxane,HOP62_LUNG,antagonism
Vandetanib,Dexrazoxane,HOP92_LUNG,antagonism
Vandetanib,Dexrazoxane,HT29_LARGE_INTESTINE,synergy
Vandetanib,Dexrazoxane,KM12_LARGE_INTESTINE,antagonism
Vandetanib,Dexrazoxane,LOXIMVI_SKIN,antagonism
Vandetanib,Dexrazoxane,MCF7_BREAST,antagonism
Vandetanib,Dexrazoxane,NCIH226_LUNG,antagonism
Vandetanib,Dexrazoxane,NCIH23_LUNG,antagonism
Vandetanib,Dexrazoxane,NCIH522_LUNG,antagonism
Vandetanib,Dexrazoxane,OVCAR4_OVARY,antagonism
Vandetanib,Dexrazoxane,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Dexrazoxane,SKOV3_OVARY,antagonism
Vandetanib,Dexrazoxane,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Dexrazoxane,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Dexrazoxane,UACC62_SKIN,antagonism
Vandetanib,Dexrazoxane,UO31_KIDNEY,antagonism
Vandetanib,Etoposide,786O_KIDNEY,synergy
Vandetanib,Etoposide,A549_LUNG,synergy
Vandetanib,Etoposide,ACHN_KIDNEY,antagonism
Vandetanib,Etoposide,BT549_BREAST,synergy
Vandetanib,Etoposide,CAKI1_KIDNEY,synergy
Vandetanib,Etoposide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Etoposide,HS578T_BREAST,synergy
Vandetanib,Etoposide,HT29_LARGE_INTESTINE,synergy
Vandetanib,Etoposide,KM12_LARGE_INTESTINE,synergy
Vandetanib,Etoposide,LOXIMVI_SKIN,synergy
Vandetanib,Etoposide,MDAMB231_BREAST,synergy
Vandetanib,Etoposide,MDAMB468_BREAST,synergy
Vandetanib,Etoposide,NCIH460_LUNG,synergy
Vandetanib,Etoposide,PC3_PROSTATE,antagonism
Vandetanib,Etoposide,SKOV3_OVARY,antagonism
Vandetanib,Etoposide,SW620_LARGE_INTESTINE,synergy
Vandetanib,Etoposide,UACC62_SKIN,antagonism
Vandetanib,Etoposide,UO31_KIDNEY,antagonism
Vandetanib,Everolimus,A498_KIDNEY,antagonism
Vandetanib,Everolimus,ACHN_KIDNEY,antagonism
Vandetanib,Everolimus,HCT15_LARGE_INTESTINE,antagonism
Vandetanib,Everolimus,HT29_LARGE_INTESTINE,antagonism
Vandetanib,Everolimus,LOXIMVI_SKIN,antagonism
Vandetanib,Everolimus,MALME3M_SKIN,antagonism
Vandetanib,Everolimus,MCF7_BREAST,antagonism
Vandetanib,Everolimus,MDAMB231_BREAST,antagonism
Vandetanib,Everolimus,NCIH460_LUNG,antagonism
Vandetanib,Everolimus,NCIH522_LUNG,antagonism
Vandetanib,Everolimus,OVCAR4_OVARY,synergy
Vandetanib,Everolimus,OVCAR8_OVARY,synergy
Vandetanib,Everolimus,PC3_PROSTATE,antagonism
Vandetanib,Everolimus,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Everolimus,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Everolimus,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Everolimus,UACC62_SKIN,antagonism
Vandetanib,Everolimus,UO31_KIDNEY,antagonism
Vandetanib,Fluorouracil,A498_KIDNEY,antagonism
Vandetanib,Fluorouracil,CAKI1_KIDNEY,synergy
Vandetanib,Fluorouracil,HS578T_BREAST,synergy
Vandetanib,Fluorouracil,IGROV1_OVARY,synergy
Vandetanib,Fluorouracil,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Fluorouracil,MALME3M_SKIN,synergy
Vandetanib,Fluorouracil,MDAMB231_BREAST,antagonism
Vandetanib,Fluorouracil,MDAMB468_BREAST,synergy
Vandetanib,Fluorouracil,NCIH2122_LUNG,synergy
Vandetanib,Fluorouracil,NCIH23_LUNG,antagonism
Vandetanib,Fluorouracil,NCIH522_LUNG,antagonism
Vandetanib,Fluorouracil,OVCAR4_OVARY,antagonism
Vandetanib,Fluorouracil,OVCAR8_OVARY,antagonism
Vandetanib,Fluorouracil,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Fluorouracil,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Fluorouracil,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Fluorouracil,SKMEL28_SKIN,synergy
Vandetanib,Fluorouracil,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Fluorouracil,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Fluorouracil,UACC62_SKIN,antagonism
Vandetanib,Fluorouracil,UO31_KIDNEY,antagonism
Vandetanib,Fulvestrant,CAKI1_KIDNEY,antagonism
Vandetanib,Fulvestrant,EKVX_LUNG,antagonism
Vandetanib,Fulvestrant,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Fulvestrant,SKOV3_OVARY,antagonism
Vandetanib,Fulvestrant,UO31_KIDNEY,antagonism
Vandetanib,Gefitinib,786O_KIDNEY,synergy
Vandetanib,Gefitinib,ACHN_KIDNEY,antagonism
Vandetanib,Gefitinib,HCT15_LARGE_INTESTINE,synergy
Vandetanib,Gefitinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Gefitinib,HOP92_LUNG,synergy
Vandetanib,Gefitinib,HS578T_BREAST,synergy
Vandetanib,Gefitinib,HT29_LARGE_INTESTINE,synergy
Vandetanib,Gefitinib,IGROV1_OVARY,synergy
Vandetanib,Gefitinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Gefitinib,KM12_LARGE_INTESTINE,antagonism
Vandetanib,Gefitinib,LOXIMVI_SKIN,antagonism
Vandetanib,Gefitinib,MDAMB435S_SKIN,synergy
Vandetanib,Gefitinib,MDAMB468_BREAST,synergy
Vandetanib,Gefitinib,NCIH226_LUNG,antagonism
Vandetanib,Gefitinib,NCIH460_LUNG,antagonism
Vandetanib,Gefitinib,OVCAR4_OVARY,antagonism
Vandetanib,Gefitinib,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Gefitinib,SKMEL28_SKIN,synergy
Vandetanib,Gefitinib,SKMEL5_SKIN,synergy
Vandetanib,Gefitinib,SKOV3_OVARY,synergy
Vandetanib,Gefitinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Gefitinib,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Gefitinib,UACC257_SKIN,synergy
Vandetanib,Gefitinib,UO31_KIDNEY,antagonism
Vandetanib,Hydroxyurea,ACHN_KIDNEY,antagonism
Vandetanib,Hydroxyurea,CAKI1_KIDNEY,antagonism
Vandetanib,Hydroxyurea,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Hydroxyurea,NCIH522_LUNG,antagonism
Vandetanib,Hydroxyurea,UO31_KIDNEY,antagonism
Vandetanib,Ifosfamide,BT549_BREAST,synergy
Vandetanib,Ifosfamide,CAKI1_KIDNEY,antagonism
Vandetanib,Ifosfamide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Ifosfamide,HS578T_BREAST,synergy
Vandetanib,Ifosfamide,IGROV1_OVARY,synergy
Vandetanib,Ifosfamide,NCIH522_LUNG,antagonism
Vandetanib,Ifosfamide,SKMEL5_SKIN,synergy
Vandetanib,Ifosfamide,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Ifosfamide,UO31_KIDNEY,antagonism
Vandetanib,Imatinib,EKVX_LUNG,antagonism
Vandetanib,Imatinib,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Imatinib,HS578T_BREAST,synergy
Vandetanib,Imatinib,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Imatinib,NCIH460_LUNG,synergy
Vandetanib,Imatinib,NCIH522_LUNG,antagonism
Vandetanib,Imatinib,PC3_PROSTATE,synergy
Vandetanib,Imatinib,SKOV3_OVARY,antagonism
Vandetanib,Imatinib,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Imatinib,UACC257_SKIN,synergy
Vandetanib,Imiquimod,CAKI1_KIDNEY,antagonism
Vandetanib,Imiquimod,EKVX_LUNG,antagonism
Vandetanib,Imiquimod,HS578T_BREAST,synergy
Vandetanib,Imiquimod,NCIH522_LUNG,antagonism
Vandetanib,Imiquimod,SKOV3_OVARY,antagonism
Vandetanib,Imiquimod,UO31_KIDNEY,antagonism
Vandetanib,Ixabepilone,ACHN_KIDNEY,antagonism
Vandetanib,Ixabepilone,EKVX_LUNG,synergy
Vandetanib,Ixabepilone,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Ixabepilone,HS578T_BREAST,synergy
Vandetanib,Ixabepilone,NCIH522_LUNG,antagonism
Vandetanib,Ixabepilone,SKOV3_OVARY,antagonism
Vandetanib,Ixabepilone,SW620_LARGE_INTESTINE,synergy
Vandetanib,Ixabepilone,UO31_KIDNEY,antagonism
Vandetanib,Lenalidomide,A549_LUNG,antagonism
Vandetanib,Lenalidomide,ACHN_KIDNEY,antagonism
Vandetanib,Lenalidomide,CAKI1_KIDNEY,antagonism
Vandetanib,Lenalidomide,DU145_PROSTATE,antagonism
Vandetanib,Lenalidomide,EKVX_LUNG,antagonism
Vandetanib,Lenalidomide,NCIH522_LUNG,antagonism
Vandetanib,Lenalidomide,PC3_PROSTATE,antagonism
Vandetanib,Lenalidomide,SKOV3_OVARY,antagonism
Vandetanib,Lenalidomide,UO31_KIDNEY,antagonism
Vandetanib,Letrozole,CAKI1_KIDNEY,antagonism
Vandetanib,Letrozole,DU145_PROSTATE,antagonism
Vandetanib,Letrozole,EKVX_LUNG,antagonism
Vandetanib,Letrozole,HS578T_BREAST,synergy
Vandetanib,Letrozole,NCIH522_LUNG,antagonism
Vandetanib,Letrozole,SKMEL5_SKIN,synergy
Vandetanib,Letrozole,SKOV3_OVARY,antagonism
Vandetanib,Lomustine,HCT15_LARGE_INTESTINE,synergy
Vandetanib,Lomustine,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Lomustine,HOP62_LUNG,synergy
Vandetanib,Lomustine,HS578T_BREAST,synergy
Vandetanib,Lomustine,MDAMB435S_SKIN,synergy
Vandetanib,Lomustine,MDAMB468_BREAST,synergy
Vandetanib,Lomustine,NCIH2122_LUNG,synergy
Vandetanib,Lomustine,NCIH23_LUNG,antagonism
Vandetanib,Lomustine,NCIH522_LUNG,antagonism
Vandetanib,Lomustine,OVCAR8_OVARY,synergy
Vandetanib,Lomustine,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Lomustine,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Lomustine,SKMEL28_SKIN,synergy
Vandetanib,Lomustine,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Lomustine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Lomustine,UACC62_SKIN,antagonism
Vandetanib,Lomustine,UO31_KIDNEY,antagonism
Vandetanib,Methotrexate,786O_KIDNEY,antagonism
Vandetanib,Methotrexate,A498_KIDNEY,antagonism
Vandetanib,Methotrexate,CAKI1_KIDNEY,antagonism
Vandetanib,Methotrexate,DU145_PROSTATE,antagonism
Vandetanib,Methotrexate,HOP92_LUNG,antagonism
Vandetanib,Methotrexate,IGROV1_OVARY,antagonism
Vandetanib,Methotrexate,NCIH522_LUNG,antagonism
Vandetanib,Methotrexate,OVCAR4_OVARY,antagonism
Vandetanib,Methotrexate,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Methotrexate,SKOV3_OVARY,antagonism
Vandetanib,Methotrexate,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Methotrexate,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,Methotrexate,SW620_LARGE_INTESTINE,synergy
Vandetanib,Methotrexate,UACC62_SKIN,antagonism
Vandetanib,Methotrexate,UO31_KIDNEY,antagonism
Vandetanib,Methoxsalen,A549_LUNG,antagonism
Vandetanib,Methoxsalen,ACHN_KIDNEY,antagonism
Vandetanib,Methoxsalen,CAKI1_KIDNEY,antagonism
Vandetanib,Methoxsalen,KM12_LARGE_INTESTINE,synergy
Vandetanib,Methoxsalen,NCIH522_LUNG,antagonism
Vandetanib,Methoxsalen,UO31_KIDNEY,antagonism
Vandetanib,Mitotane,ACHN_KIDNEY,antagonism
Vandetanib,Mitotane,HOP92_LUNG,synergy
Vandetanib,Mitotane,HS578T_BREAST,synergy
Vandetanib,Mitotane,HT29_LARGE_INTESTINE,synergy
Vandetanib,Mitotane,NCIH522_LUNG,antagonism
Vandetanib,Mitotane,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Paclitaxel,786O_KIDNEY,synergy
Vandetanib,Paclitaxel,A549_LUNG,synergy
Vandetanib,Paclitaxel,ACHN_KIDNEY,antagonism
Vandetanib,Paclitaxel,BT549_BREAST,synergy
Vandetanib,Paclitaxel,CAKI1_KIDNEY,antagonism
Vandetanib,Paclitaxel,HCT116_LARGE_INTESTINE,synergy
Vandetanib,Paclitaxel,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Paclitaxel,HOP92_LUNG,synergy
Vandetanib,Paclitaxel,HS578T_BREAST,synergy
Vandetanib,Paclitaxel,HT29_LARGE_INTESTINE,synergy
Vandetanib,Paclitaxel,IGROV1_OVARY,synergy
Vandetanib,Paclitaxel,KM12_LARGE_INTESTINE,synergy
Vandetanib,Paclitaxel,LOXIMVI_SKIN,synergy
Vandetanib,Paclitaxel,MALME3M_SKIN,antagonism
Vandetanib,Paclitaxel,MDAMB231_BREAST,synergy
Vandetanib,Paclitaxel,MDAMB435S_SKIN,synergy
Vandetanib,Paclitaxel,MDAMB468_BREAST,synergy
Vandetanib,Paclitaxel,NCIH2122_LUNG,synergy
Vandetanib,Paclitaxel,NCIH460_LUNG,synergy
Vandetanib,Paclitaxel,PC3_PROSTATE,synergy
Vandetanib,Paclitaxel,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Paclitaxel,SKMEL5_SKIN,synergy
Vandetanib,Paclitaxel,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Paclitaxel,T47D_BREAST,synergy
Vandetanib,Paclitaxel,UACC62_SKIN,synergy
Vandetanib,Paclitaxel,UO31_KIDNEY,antagonism
Vandetanib,Pemetrexed,ACHN_KIDNEY,antagonism
Vandetanib,Pemetrexed,BT549_BREAST,synergy
Vandetanib,Pemetrexed,CAKI1_KIDNEY,antagonism
Vandetanib,Pemetrexed,DU145_PROSTATE,antagonism
Vandetanib,Pemetrexed,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Pemetrexed,HOP92_LUNG,antagonism
Vandetanib,Pemetrexed,KM12_LARGE_INTESTINE,synergy
Vandetanib,Pemetrexed,MDAMB231_BREAST,antagonism
Vandetanib,Pemetrexed,OVCAR4_OVARY,antagonism
Vandetanib,Pemetrexed,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Pemetrexed,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Pemetrexed,SKOV3_OVARY,antagonism
Vandetanib,Pemetrexed,UACC62_SKIN,antagonism
Vandetanib,Pemetrexed,UO31_KIDNEY,antagonism
Vandetanib,Pentostatin,CAKI1_KIDNEY,antagonism
Vandetanib,Pentostatin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Pentostatin,HT29_LARGE_INTESTINE,synergy
Vandetanib,Pentostatin,IGROV1_OVARY,synergy
Vandetanib,Pentostatin,MDAMB435S_SKIN,synergy
Vandetanib,Pentostatin,SKOV3_OVARY,antagonism
Vandetanib,Pentostatin,UO31_KIDNEY,antagonism
Vandetanib,Pipobroman,CAKI1_KIDNEY,antagonism
Vandetanib,Pipobroman,DU145_PROSTATE,antagonism
Vandetanib,Pipobroman,HCT116_LARGE_INTESTINE,antagonism
Vandetanib,Pipobroman,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Pipobroman,HOP92_LUNG,antagonism
Vandetanib,Pipobroman,HT29_LARGE_INTESTINE,antagonism
Vandetanib,Pipobroman,MDAMB231_BREAST,antagonism
Vandetanib,Pipobroman,MDAMB468_BREAST,antagonism
Vandetanib,Pipobroman,NCIH2122_LUNG,antagonism
Vandetanib,Pipobroman,NCIH23_LUNG,antagonism
Vandetanib,Pipobroman,NCIH460_LUNG,antagonism
Vandetanib,Pipobroman,NCIH522_LUNG,antagonism
Vandetanib,Pipobroman,OVCAR8_OVARY,antagonism
Vandetanib,Pipobroman,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Pipobroman,SKOV3_OVARY,antagonism
Vandetanib,Pipobroman,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Pipobroman,UACC62_SKIN,antagonism
Vandetanib,Pipobroman,UO31_KIDNEY,antagonism
Vandetanib,Sorafenib,786O_KIDNEY,antagonism
Vandetanib,Sorafenib,A498_KIDNEY,antagonism
Vandetanib,Sorafenib,DU145_PROSTATE,antagonism
Vandetanib,Sorafenib,EKVX_LUNG,antagonism
Vandetanib,Sorafenib,HCT15_LARGE_INTESTINE,antagonism
Vandetanib,Sorafenib,HOP62_LUNG,antagonism
Vandetanib,Sorafenib,HOP92_LUNG,antagonism
Vandetanib,Sorafenib,IGROV1_OVARY,antagonism
Vandetanib,Sorafenib,LOXIMVI_SKIN,antagonism
Vandetanib,Sorafenib,MALME3M_SKIN,antagonism
Vandetanib,Sorafenib,MCF7_BREAST,antagonism
Vandetanib,Sorafenib,MDAMB435S_SKIN,antagonism
Vandetanib,Sorafenib,MDAMB468_BREAST,antagonism
Vandetanib,Sorafenib,NCIH2122_LUNG,antagonism
Vandetanib,Sorafenib,NCIH226_LUNG,antagonism
Vandetanib,Sorafenib,NCIH23_LUNG,antagonism
Vandetanib,Sorafenib,NCIH522_LUNG,antagonism
Vandetanib,Sorafenib,OVCAR4_OVARY,antagonism
Vandetanib,Sorafenib,OVCAR8_OVARY,antagonism
Vandetanib,Sorafenib,PC3_PROSTATE,antagonism
Vandetanib,Sorafenib,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Sorafenib,SKMEL5_SKIN,antagonism
Vandetanib,Sorafenib,SKOV3_OVARY,antagonism
Vandetanib,Sorafenib,UACC62_SKIN,antagonism
Vandetanib,Sorafenib,UO31_KIDNEY,antagonism
Vandetanib,Temozolomide,CAKI1_KIDNEY,antagonism
Vandetanib,Temozolomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Temozolomide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Temozolomide,SKMEL5_SKIN,synergy
Vandetanib,Temozolomide,SKOV3_OVARY,antagonism
Vandetanib,Temozolomide,T98G_CENTRAL_NERVOUS_SYSTEM,synergy
Vandetanib,Teniposide,786O_KIDNEY,synergy
Vandetanib,Teniposide,ACHN_KIDNEY,antagonism
Vandetanib,Teniposide,DU145_PROSTATE,antagonism
Vandetanib,Teniposide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Teniposide,HS578T_BREAST,synergy
Vandetanib,Teniposide,KM12_LARGE_INTESTINE,synergy
Vandetanib,Teniposide,MALME3M_SKIN,antagonism
Vandetanib,Teniposide,NCIH226_LUNG,antagonism
Vandetanib,Teniposide,NCIH522_LUNG,antagonism
Vandetanib,Teniposide,PC3_PROSTATE,antagonism
Vandetanib,Teniposide,SKOV3_OVARY,antagonism
Vandetanib,Teniposide,SNB75_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Teniposide,T47D_BREAST,antagonism
Vandetanib,Teniposide,UACC62_SKIN,antagonism
Vandetanib,Teniposide,UO31_KIDNEY,antagonism
Vandetanib,Thalidomide,ACHN_KIDNEY,synergy
Vandetanib,Thalidomide,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Thalidomide,HS578T_BREAST,synergy
Vandetanib,Thalidomide,KM12_LARGE_INTESTINE,synergy
Vandetanib,Thalidomide,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Thalidomide,SKMEL28_SKIN,synergy
Vandetanib,Thalidomide,SKOV3_OVARY,antagonism
Vandetanib,Thalidomide,UO31_KIDNEY,antagonism
Vandetanib,ThioTEPA,A498_KIDNEY,antagonism
Vandetanib,ThioTEPA,A549_LUNG,antagonism
Vandetanib,ThioTEPA,ACHN_KIDNEY,antagonism
Vandetanib,ThioTEPA,CAKI1_KIDNEY,antagonism
Vandetanib,ThioTEPA,DU145_PROSTATE,antagonism
Vandetanib,ThioTEPA,HCT116_LARGE_INTESTINE,antagonism
Vandetanib,ThioTEPA,HCT15_LARGE_INTESTINE,antagonism
Vandetanib,ThioTEPA,HOP92_LUNG,antagonism
Vandetanib,ThioTEPA,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,ThioTEPA,LOXIMVI_SKIN,antagonism
Vandetanib,ThioTEPA,MDAMB435S_SKIN,synergy
Vandetanib,ThioTEPA,MDAMB468_BREAST,antagonism
Vandetanib,ThioTEPA,NCIH23_LUNG,antagonism
Vandetanib,ThioTEPA,NCIH460_LUNG,antagonism
Vandetanib,ThioTEPA,NCIH522_LUNG,antagonism
Vandetanib,ThioTEPA,OVCAR8_OVARY,antagonism
Vandetanib,ThioTEPA,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,antagonism
Vandetanib,ThioTEPA,SF295_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,ThioTEPA,SKOV3_OVARY,antagonism
Vandetanib,ThioTEPA,T47D_BREAST,antagonism
Vandetanib,ThioTEPA,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,ThioTEPA,UACC62_SKIN,antagonism
Vandetanib,ThioTEPA,UO31_KIDNEY,antagonism
Vandetanib,Tioguanine,A498_KIDNEY,antagonism
Vandetanib,Tioguanine,ACHN_KIDNEY,antagonism
Vandetanib,Tioguanine,BT549_BREAST,antagonism
Vandetanib,Tioguanine,CAKI1_KIDNEY,antagonism
Vandetanib,Tioguanine,EKVX_LUNG,antagonism
Vandetanib,Tioguanine,HCT15_LARGE_INTESTINE,synergy
Vandetanib,Tioguanine,HT29_LARGE_INTESTINE,synergy
Vandetanib,Tioguanine,KM12_LARGE_INTESTINE,synergy
Vandetanib,Tioguanine,MALME3M_SKIN,antagonism
Vandetanib,Tioguanine,MDAMB231_BREAST,antagonism
Vandetanib,Tioguanine,NCIH2122_LUNG,antagonism
Vandetanib,Tioguanine,NCIH226_LUNG,antagonism
Vandetanib,Tioguanine,NCIH522_LUNG,antagonism
Vandetanib,Tioguanine,OVCAR4_OVARY,antagonism
Vandetanib,Tioguanine,SKMEL5_SKIN,antagonism
Vandetanib,Tioguanine,SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Tioguanine,T47D_BREAST,antagonism
Vandetanib,Tioguanine,U251MG_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Tioguanine,UACC257_SKIN,antagonism
Vandetanib,Tioguanine,UACC62_SKIN,antagonism
Vandetanib,Tioguanine,UO31_KIDNEY,antagonism
Vandetanib,Tretinoin,CAKI1_KIDNEY,antagonism
Vandetanib,Tretinoin,HL60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Tretinoin,HOP92_LUNG,antagonism
Vandetanib,Tretinoin,HT29_LARGE_INTESTINE,antagonism
Vandetanib,Tretinoin,IGROV1_OVARY,synergy
Vandetanib,Tretinoin,NCIH2122_LUNG,synergy
Vandetanib,Tretinoin,NCIH522_LUNG,antagonism
Vandetanib,Tretinoin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
Vandetanib,Tretinoin,SF539_CENTRAL_NERVOUS_SYSTEM,antagonism
Vandetanib,Tretinoin,SKOV3_OVARY,antagonism
Vandetanib,Tretinoin,T47D_BREAST,antagonism
Vandetanib,Tretinoin,UACC62_SKIN,antagonism
Vandetanib,Tretinoin,UO31_KIDNEY,antagonism
Vandetanib,Valrubicin,ACHN_KIDNEY,antagonism
Vandetanib,Valrubicin,BT549_BREAST,synergy
Vandetanib,Valrubicin,CAKI1_KIDNEY,antagonism
Vandetanib,Valrubicin,DU145_PROSTATE,antagonism
Vandetanib,Valrubicin,HS578T_BREAST,synergy
Vandetanib,Valrubicin,IGROV1_OVARY,synergy
Vandetanib,Valrubicin,LOXIMVI_SKIN,antagonism
Vandetanib,Valrubicin,NCIH522_LUNG,antagonism
Vandetanib,Valrubicin,RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,synergy
