CID,IUPACName,MolecularFormula,MW,logP,TPSA,HBD,HBA,RotatableBonds,HeavyAtoms,CanonicalSMILES,InChIKey
49846579,"4-[4-[[2-(4-chlorophenyl)-4,4-dimethylcyclohexen-1-yl]methyl]piperazin-1-yl]-N-[3-nitro-4-(oxan-4-ylmethylamino)phenyl]sulfonyl-2-(1H-pyrrolo[2,3-b]pyridin-5-yloxy)benzamide",C45H50ClN7O7S,868.4,8.2,183.0,3,11,12,61,,LQBVNQSMGBZMKD-UHFFFAOYSA-N
90116675,"(3R)-N-[3-[5-(2-cyclopropylpyrimidin-5-yl)-1H-pyrrolo[2,3-b]pyridine-3-carbonyl]-2,4-difluorophenyl]-3-fluoropyrrolidine-1-sulfonamide",C25H21F3N6O3S,542.5,2.8,129.0,2,11,7,38,,YYACLQUDUDXAPA-MRXNPFEDSA-N
11548,2-carbamoyloxypropyl(trimethyl)azanium chloride,C7H17ClN2O2,196.67,,52.3,1,3,4,12,,XXRMYXBSBOVVBH-UHFFFAOYSA-N
2733525,"2-[4-[(Z)-1,2-diphenylbut-1-enyl]phenoxy]-N,N-dimethylethanamine;2-hydroxypropane-1,2,3-tricarboxylic acid",C32H37NO8,563.6,,145.0,4,9,13,41,,FQZYTYWMLGAPFJ-OQKDUQJOSA-N
25033539,"2-amino-8-[4-(2-hydroxyethoxy)cyclohexyl]-6-(6-methoxy-3-pyridinyl)-4-methylpyrido[2,3-d]pyrimidin-7-one",C22H27N5O4,425.5,1.6,124.0,2,8,6,31,,XDLYKKIQACFMJG-UHFFFAOYSA-N
15895902,"sodium [4-(5-methyl-3-phenyl-1,2-oxazol-4-yl)phenyl]sulfonyl-propanoylazanide",C19H17N2NaO4S,392.4,,86.6,0,6,5,27,,HQPVVKXJNZEAFW-UHFFFAOYSA-M
11620908,"N-[2-[4-[3-chloro-4-[3-(trifluoromethyl)phenoxy]anilino]pyrrolo[3,2-d]pyrimidin-5-yl]ethyl]-3-hydroxy-3-methylbutanamide",C26H25ClF3N5O3,548.0,4.4,101.0,3,9,9,38,,ZYQXEVJIFYIBHZ-UHFFFAOYSA-N
15604015,3-(4-chlorophenyl)-N-(pyridin-4-ylmethyl)adamantane-1-carboxamide,C23H25ClN2O,380.9,4.7,42.0,1,2,4,27,,CAOTVXGYTWCKQE-UHFFFAOYSA-N
62978,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone;methanesulfonic acid",C24H29N5O8S,547.6,,175.0,2,12,4,38,,VJECBOKJABCYMF-UHFFFAOYSA-N
9952773,"N-[4-[2-ethyl-4-(3-methylphenyl)-1,3-thiazol-5-yl]-2-pyridinyl]benzamide",C24H21N3OS,399.5,5.6,83.1,1,4,5,29,,HEKAIDKUDLCBRU-UHFFFAOYSA-N
64150,adamantan-1-amine;hydrochloride,C10H18ClN,187.71,,26.0,2,1,0,12,,WOLHOYHSEKDWQH-UHFFFAOYSA-N
448013,"(1S,3S,7S,10R,11S,12S,16R)-7,11-dihydroxy-8,8,10,12,16-pentamethyl-3-[(E)-1-(2-methyl-1,3-thiazol-4-yl)prop-1-en-2-yl]-4,17-dioxabicyclo[14.1.0]heptadecane-5,9-dione",C27H41NO6S,507.7,4.2,137.0,2,8,2,35,,QXRSDHAAWVKZLJ-PVYNADRNSA-N
52920501,N-[2-(dimethylamino)ethyl]-1-[3-[[4-[(2-methyl-1H-indol-5-yl)oxy]pyrimidin-2-yl]amino]phenyl]methanesulfonamide,C24H28N6O3S,480.6,3.4,121.0,3,8,10,34,,TTZSNFLLYPYKIL-UHFFFAOYSA-N
5743,"(8S,9R,10S,11S,13S,14S,16R,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C22H29FO5,392.5,1.9,94.8,3,6,2,28,,UREBDLICKHMUKA-CXSFZGCWSA-N
4943,"2,6-di(propan-2-yl)phenol",C12H18O,178.27,3.8,20.2,1,1,2,13,,OLBCVFGFOZPWHH-UHFFFAOYSA-N
135564985,"3-(2,4-dihydroxy-5-propan-2-ylphenyl)-4-(1-methylindol-5-yl)-1H-1,2,4-triazol-5-one",C20H20N4O3,364.4,3.1,90.1,3,4,3,27,,RVAQIUULWULRNW-UHFFFAOYSA-N
11848225,"6-fluoro-N,N-dimethyl-1'-phenylspiro[4,9-dihydro-3H-pyrano[3,4-b]indole-1,4'-cyclohexane]-1'-amine",C24H27FN2O,378.5,4.3,28.3,1,3,2,28,,CSMVOZKEWSOFER-UHFFFAOYSA-N
78000,"ethyl (3R,4R,5S)-4-acetamido-5-amino-3-pentan-3-yloxycyclohexene-1-carboxylate;phosphoric acid",C16H31N2O8P,410.40,,168.0,5,9,8,27,,PGZUMBJQJWIWGJ-ONAKXNSWSA-N
24771824,N-pyridazin-3-yl-4-[[3-[[5-(trifluoromethyl)-2-pyridinyl]oxy]phenyl]methylidene]piperidine-1-carboxamide,C23H20F3N5O2,455.4,3.3,80.2,1,8,4,33,,BATCTBJIJJEPHM-UHFFFAOYSA-N
564,6-aminohexanoic acid,C6H13NO2,131.17,-3.0,63.3,2,3,5,9,,SLXKOJJOQWFEFD-UHFFFAOYSA-N
5327686,"3-(1-methylindol-3-yl)-4-(1-methyl-6-nitroindol-3-yl)pyrrole-2,5-dione",C22H16N4O4,400.4,2.6,102.0,1,4,2,30,,OVSKGTONMLKNPZ-UHFFFAOYSA-N
135413536,"3-[[(2R,3S)-2-[(1R)-1-[3,5-bis(trifluoromethyl)phenyl]ethoxy]-3-(4-fluorophenyl)morpholin-4-yl]methyl]-1,4-dihydro-1,2,4-triazol-5-one",C23H21F7N4O3,534.4,4.2,75.2,2,12,6,37,,ATALOFNDEOCMKK-OITMNORJSA-N
44224257,"(2S)-2-(3-aminopropyl)-5-(2,5-difluorophenyl)-N-methoxy-N-methyl-2-phenyl-1,3,4-thiadiazole-3-carboxamide",C20H22F2N4O2S,420.5,3.3,96.5,1,7,6,29,,LLXISKGBWFTGEI-FQEVSTJZSA-N
219104,2-(butan-2-yldisulfanyl)-1H-imidazole,C7H12N2S2,188.3,2.3,79.3,1,3,4,11,,BPBPYQWMFCTCNG-UHFFFAOYSA-N
969472,"[(7S)-6-(5-chloro-2-pyridinyl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazine-1-carboxylate",C17H17ClN6O3,388.8,0.5,91.8,0,7,3,27,,GBBSUAFBMRNDJC-INIZCTEOSA-N
11556711,(2S)-4-methyl-N-[(2S)-1-[[(2S)-4-methyl-1-[(2R)-2-methyloxiran-2-yl]-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]-2-[[(2S)-2-[(2-morpholin-4-ylacetyl)amino]-4-phenylbutanoyl]amino]pentanamide,C40H57N5O7,719.9,4.7,158.0,4,8,20,52,,BLMPQMFVWMYDKT-NZTKNTHTSA-N
2929,2-[1-[(4-chlorophenyl)methyl]indol-3-yl]-2-oxo-N-pyridin-4-ylacetamide,C22H16ClN3O2,389.8,3.9,64.0,1,3,5,28,,SOLIIYNRSAWTSQ-UHFFFAOYSA-N
189821,"[2-[(1S,2S,4R,8S,9S,11S,12S,13R)-11-hydroxy-6,9,13-trimethyl-16-oxo-5-oxa-7-azapentacyclo[10.8.0.02,9.04,8.013,18]icosa-6,14,17-trien-8-yl]-2-oxoethyl] acetate",C25H31NO6,441.5,2.0,102.0,1,7,4,32,,FBHSPRKOSMHSIF-GRMWVWQJSA-N
896,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,C13H16N2O2,232.28,0.8,54.1,2,2,4,17,,DRLFMBDRBRZALE-UHFFFAOYSA-N
130881,"(5-methyl-2-oxo-1,3-dioxol-4-yl)methyl 5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylate",C29H30N6O6,558.6,3.8,154.0,2,10,11,41,,UQGKUQLKSCSZGY-UHFFFAOYSA-N
5283820,"(4R)-4-[(3R,5R,6S,8S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C24H40O4,392.6,4.9,77.8,3,4,4,28,,DGABKXLVXPYZII-SIBKNCMHSA-N
91617630,"2-[(1,3-dicyclohexyl-2,4,6-trioxo-1,3-diazinane-5-carbonyl)amino]acetic acid",C19H27N3O6,393.4,2.5,124.0,2,6,5,28,,RUEYEZADQJCKGV-UHFFFAOYSA-N
457193,"2-amino-4,6-dimethyl-3-oxo-1-N,9-N-bis[(3R,6S,7R,10S,16S)-7,11,14-trimethyl-2,5,9,12,15-pentaoxo-3,10-di(propan-2-yl)-8-oxa-1,4,11,14-tetrazabicyclo[14.3.0]nonadecan-6-yl]phenoxazine-1,9-dicarboxamide",C62H86N12O16,1255.4,3.8,356.0,5,18,8,90,,RJURFGZVJUQBHK-IIXSONLDSA-N
3385,"5-fluoro-1H-pyrimidine-2,4-dione",C4H3FN2O2,130.08,-0.9,58.2,2,3,0,9,,GHASVSINZRGABV-UHFFFAOYSA-N
5754,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",C21H30O5,362.5,1.6,94.8,3,5,2,26,,JYGXADMDTFJGBT-VWUMJDOOSA-N
9843750,"(2S)-2-hydroxy-3-methyl-N-[(2S)-1-[[(5S)-3-methyl-4-oxo-2,5-dihydro-1H-3-benzazepin-5-yl]amino]-1-oxopropan-2-yl]butanamide",C19H27N3O4,361.4,1.3,98.7,3,4,5,26,,PKXWXXPNHIWQHW-RCBQFDQVSA-N
5281884,"(3S,6S,9S,12R,15S,18S,21S,24S,30S,33S)-1,4,7,10,12,15,19,25,28-nonamethyl-33-[(E,2R)-2-methylhex-4-enoyl]-6,9,18,24-tetrakis(2-methylpropyl)-3,21,30-tri(propan-2-yl)-1,4,7,10,13,16,19,22,25,28,31-undecazacyclotritriacontane-2,5,8,11,14,17,20,23,26,29,32-undecone",C63H111N11O12,1214.6,7.7,276.0,4,12,15,86,,YJDYDFNKCBANTM-QCWCSKBGSA-N
5447130,[(E)-(5-nitrofuran-2-yl)methylideneamino]urea,C6H6N4O4,198.14,0.2,126.0,2,5,2,14,,IAIWVQXQOWNYOU-FPYGCLRLSA-N
60822,"calcium bis((3R,5R)-7-[2-(4-fluorophenyl)-3-phenyl-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoate)",C66H68CaF2N4O10,1155.3,,229.0,6,12,22,83,,FQCKMBLVYCEXJB-MNSAWQCASA-L
2763,"2-[4-(2,2-dichlorocyclopropyl)phenoxy]-2-methylpropanoic acid",C13H14Cl2O3,289.15,3.4,46.5,1,3,4,18,,KPSRODZRAIWAKH-UHFFFAOYSA-N
62935,"2-[3-[4-(3-chlorophenyl)piperazin-1-yl]propyl]-[1,2,4]triazolo[4,3-a]pyridin-3-one;hydrochloride",C19H23Cl2N5O,408.3,,42.4,1,4,5,27,,OHHDIOKRWWOXMT-UHFFFAOYSA-N
160355,(2R)-2-[[6-(benzylamino)-9-propan-2-ylpurin-2-yl]amino]butan-1-ol,C19H26N6O,354.4,3.2,87.9,3,6,8,26,,BTIHMVBBUGXLCJ-OAHLLOKOSA-N
25227462,"N-[(1S)-2-(dimethylamino)-1-phenylethyl]-6,6-dimethyl-3-[(2-methylthieno[3,2-d]pyrimidin-4-yl)amino]-1,4-dihydropyrrolo[3,4-d]pyrazole-5-carboxamide",C25H30N8OS,490.6,3.1,130.0,3,7,6,35,,AYCPARAPKDAOEN-LJQANCHMSA-N
3038,"4,5-dichlorobenzene-1,3-disulfonamide",C6H6Cl2N2O4S2,305.2,0.3,137.0,2,6,2,16,,GJQPMPFPNINLKP-UHFFFAOYSA-N
44187367,"6-ethyl-N-[1-(2-hydroxyacetyl)piperidin-4-yl]-1-methyl-4-oxo-5-phenacyl-3-(2,2,2-trifluoroethoxy)pyrrolo[3,2-c]pyridine-2-carboxamide",C28H31F3N4O6,576.6,2.6,121.0,2,9,9,41,,ZADWXQMNNVICKB-UHFFFAOYSA-N
5386,"5-fluoro-1-(oxolan-2-yl)pyrimidine-2,4-dione",C8H9FN2O3,200.17,-0.3,58.6,1,4,1,14,,WFWLQNSHRPWKFK-UHFFFAOYSA-N
9854073,"[(1S,2S,3R,4S,7R,9S,10S,12R,15S)-4-acetyloxy-1-hydroxy-15-[(2R,3S)-2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-9,12-dimethoxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate",C45H57NO14,835.9,2.7,202.0,3,14,15,60,,BMQGVNUXMIRLCK-OAGWZNDDSA-N
1990,N-hydroxyacetamide,C2H5NO2,75.07,-1.6,49.3,2,2,0,5,,RRUDCFGSUDOHDG-UHFFFAOYSA-N
44591583,"4-[(1-hydroxy-3H-2,1-benzoxaborol-5-yl)oxy]benzonitrile",C14H10BNO3,251.05,,62.5,1,4,2,19,,USZAGAREISWJDP-UHFFFAOYSA-N
56928390,"N-[(1R)-1-[8-chloro-2-(1-oxidopyridin-1-ium-3-yl)quinolin-3-yl]-2,2,2-trifluoroethyl]pyrido[3,2-d]pyrimidin-4-amine",C23H14ClF3N6O,482.8,4.0,89.1,1,9,4,34,,LNLJHGXOFYUARS-OAQYLSRUSA-N
16051951,"(2S,4R)-N-[(1S,2S)-2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide;hydrochloride",C18H34Cl2N2O5S,461.4,,128.0,5,7,7,28,,AUODDLQVRAJAJM-XJQDNNTCSA-N
5995,"[(8R,9S,10R,13S,14S,17S)-10,13-dimethyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-17-yl] propanoate",C22H32O3,344.5,4.4,43.4,0,3,3,25,,PDMMFKSKQVNJMI-BLQWBTBKSA-N
59603622,2-(6-morpholin-4-ylpyrimidin-4-yl)-4-(triazol-1-yl)-1H-pyrazol-3-one,C13H14N8O2,314.30,-0.2,101.0,1,8,3,23,,IJMBOKOTALXLKS-UHFFFAOYSA-N
50905713,8-chloro-2-phenyl-3-[(1S)-1-(7H-purin-6-ylamino)ethyl]isoquinolin-1-one,C22H17ClN6O,416.9,4.1,86.8,2,5,4,30,,SJVQHLPISAIATJ-ZDUSSCGKSA-N
4493,"5,5-dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione",C12H10F3N3O4,317.22,2.0,95.2,1,7,1,22,,XWXYUMMDTVBTOU-UHFFFAOYSA-N
115355,"2-[2-nitro-4-(trifluoromethyl)benzoyl]cyclohexane-1,3-dione",C14H10F3NO5,329.23,2.3,97.0,0,8,2,23,,OUBCNLGXQFSTLU-UHFFFAOYSA-N
11712649,"4-[[9-chloro-7-(2,6-difluorophenyl)-5H-pyrimido[5,4-d][2]benzazepin-2-yl]amino]benzoic acid",C25H15ClF2N4O2,476.9,5.2,87.5,2,8,4,34,,HHFBDROWDBDFBR-UHFFFAOYSA-N
11640390,"3-[8-amino-1-(2-phenylquinolin-7-yl)imidazo[1,5-a]pyrazin-3-yl]-1-methylcyclobutan-1-ol",C26H23N5O,421.5,4.2,89.3,2,5,3,32,,PKCDDUHJAFVJJB-UHFFFAOYSA-N
117761397,"6-[[(1S)-1-phenylethyl]amino]-3-propan-2-yl-1H-pyrimidine-2,4-dione",C15H19N3O2,273.33,2.1,61.4,2,3,4,20,,RLCLASQCAPXVLM-NSHDSACASA-N
11656518,1-methyl-5-[[2-[5-(trifluoromethyl)-1H-imidazol-2-yl]-4-pyridinyl]oxy]-N-[4-(trifluoromethyl)phenyl]benzimidazol-2-amine,C24H16F6N6O,518.4,5.4,80.7,2,11,5,37,,YABJJWZLRMPFSI-UHFFFAOYSA-N
448537,4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol,C18H20O2,268.3,5.1,40.5,2,2,4,20,,RGLYKWWBQGJZGM-ISLYRVAYSA-N
119031,"(2R,3S)-N-[(2S)-3,3-dimethyl-1-(methylamino)-1-oxobutan-2-yl]-N',3-dihydroxy-2-(2-methylpropyl)butanediamide",C15H29N3O5,331.41,0.5,128.0,5,5,8,23,,OCSMOTCMPXTDND-OUAUKWLOSA-N
135398745,"2-methyl-4-(4-methylpiperazin-1-yl)-10H-thieno[2,3-b][1,5]benzodiazepine",C17H20N4S,312.4,2.9,59.1,1,4,1,22,,KVWDHTXUZHCGIO-UHFFFAOYSA-N
53235510,"3-(2,6-dichloro-3,5-dimethoxyphenyl)-1-[6-[4-(4-ethylpiperazin-1-yl)anilino]pyrimidin-4-yl]-1-methylurea",C26H31Cl2N7O3,560.5,4.7,95.1,2,8,8,38,,QADPYRIHXKWUSV-UHFFFAOYSA-N
11548630,"3,4-difluoro-2-(2-fluoro-4-iodoanilino)-N-(2-hydroxyethoxy)-5-[(3-oxooxazinan-2-yl)methyl]benzamide",C20H19F3IN3O5,565.3,3.0,100.0,3,9,8,32,,FIMYFEGKMOCQKT-UHFFFAOYSA-N
135401907,"1,5-dihydropyrazolo[5,4-d]pyrimidin-4-one",C5H4N4O,136.11,-0.7,70.1,2,3,0,10,,OFCNXPDARWKPPY-UHFFFAOYSA-N
65327,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine;hydrochloride",C18H23ClN2,302.8,,15.3,2,2,4,21,,XAEWZDYWZHIUCT-UHFFFAOYSA-N
71657455,"(2S)-N-[(1S)-1-(2-chlorophenyl)-2-[(3,3-difluorocyclobutyl)amino]-2-oxoethyl]-1-(4-cyano-2-pyridinyl)-N-(5-fluoro-3-pyridinyl)-5-oxopyrrolidine-2-carboxamide",C28H22ClF3N6O3,583.0,3.4,119.0,1,9,7,41,,WIJZXSAJMHAVGX-DHLKQENFSA-N
5323714,"3-[(E)-(5-nitrofuran-2-yl)methylideneamino]-1,3-oxazolidin-2-one",C8H7N3O5,225.16,-0.1,101.0,0,6,2,16,,PLHJDBGFXBMTGZ-WEVVVXLNSA-N
12947,2-[4-[(7-chloroquinolin-4-yl)amino]pentyl-ethylamino]ethanol;sulfuric acid,C18H28ClN3O5S,434.0,,131.0,4,8,9,28,,JCBIVZZPXRZKTI-UHFFFAOYSA-N
30323,"(7S,9S)-9-acetyl-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",C27H29NO10,527.5,1.8,186.0,5,11,4,38,,STQGQHZAVUOBTE-VGBVRHCVSA-N
9642,"[2-[(1S,2S,4R,8S,9S,11S,12R,13S,19S)-12,19-difluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl]-2-oxoethyl] acetate",C26H32F2O7,494.5,3.2,99.1,1,9,4,35,,WJOHZNCJWYWUJD-IUGZLZTKSA-N
441244,silver (4-aminophenyl)sulfonyl-pyrimidin-2-ylazanide,C10H9AgN4O2S,357.14,,95.3,1,6,3,18,,UEJSSZHHYBHCEL-UHFFFAOYSA-N
5311181,"(5E)-5-[(3aS,4R,5R,6aS)-5-hydroxy-4-[(E,3S)-3-hydroxy-4-methyloct-1-en-6-ynyl]-3,3a,4,5,6,6a-hexahydro-1H-pentalen-2-ylidene]pentanoic acid",C22H32O4,360.5,2.8,77.8,3,4,8,26,,HIFJCPQKFCZDDL-ACWOEMLNSA-N
24821094,"1-[(3R)-3-[4-amino-3-(4-phenoxyphenyl)pyrazolo[3,4-d]pyrimidin-1-yl]piperidin-1-yl]prop-2-en-1-one",C25H24N6O2,440.5,3.6,99.2,1,6,5,33,,XYFPWWZEPKGCCK-GOSISDBHSA-N
441325,"(2-butyl-1-benzofuran-3-yl)-[4-[2-(diethylamino)ethoxy]-3,5-diiodophenyl]methanone;hydrochloride",C25H30ClI2NO3,681.8,,42.7,1,4,11,32,,ITPDYQOUSLNIHG-UHFFFAOYSA-N
71815,1-(2-methyl-5-nitroimidazol-1-yl)propan-2-ol,C7H11N3O3,185.18,0.2,83.9,1,4,2,13,,KPQZUUQMTUIKBP-UHFFFAOYSA-N
4595,"9-methyl-3-[(2-methylimidazol-1-yl)methyl]-2,3-dihydro-1H-carbazol-4-one",C18H19N3O,293.4,2.3,39.8,0,2,2,22,,FELGMEQIXOGIFQ-UHFFFAOYSA-N
11618268,6-fluoro-3-phenyl-2-[(1S)-1-(7H-purin-6-ylamino)ethyl]quinazolin-4-one,C21H16FN7O,401.4,3.2,99.2,2,7,4,30,,DOCINCLJNAXZQF-LBPRGKRZSA-N
10027278,2-amino-N-[4-[5-phenanthren-2-yl-3-(trifluoromethyl)pyrazol-1-yl]phenyl]acetamide,C26H19F3N4O,460.4,5.2,72.9,2,6,4,34,,YULUCECVQOCQFQ-UHFFFAOYSA-N
57379345,"5-chloro-2-N-(5-methyl-4-piperidin-4-yl-2-propan-2-yloxyphenyl)-4-N-(2-propan-2-ylsulfonylphenyl)pyrimidine-2,4-diamine",C28H36ClN5O3S,558.1,6.4,114.0,3,8,9,38,,VERWOWGGCGHDQE-UHFFFAOYSA-N
25141092,"N-[5-[(3,5-difluorophenyl)methyl]-1H-indazol-3-yl]-4-(4-methylpiperazin-1-yl)-2-(oxan-4-ylamino)benzamide",C31H34F2N6O2,560.6,5.7,85.5,3,8,7,41,,HAYYBYPASCDWEQ-UHFFFAOYSA-N
4594,"6-methoxy-2-[(4-methoxy-3,5-dimethyl-2-pyridinyl)methylsulfinyl]-1H-benzimidazole",C17H19N3O3S,345.4,2.2,96.3,1,6,5,24,,SUBDBMMJDZJVOS-UHFFFAOYSA-N
159269,"1-[(2S,4R,5S)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione",C10H14N2O5,242.23,-1.2,99.1,3,5,2,17,,IQFYYKKMVGJFEH-CSMHCCOUSA-N
59239165,"1-ethyl-3-[4-[4-[(3S)-3-methylmorpholin-4-yl]-7-(oxetan-3-yl)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-2-yl]phenyl]urea",C24H32N6O3,452.5,1.4,91.9,2,7,5,33,,RGJOJUGRHPQXGF-INIZCTEOSA-N
2244,2-acetyloxybenzoic acid,C9H8O4,180.16,1.2,63.6,1,4,3,13,,BSYNRYMUTXBXSQ-UHFFFAOYSA-N
17134,"4-amino-N-(5,6-dimethoxypyrimidin-4-yl)benzenesulfonamide",C12H14N4O4S,310.33,0.7,125.0,2,8,5,21,,PJSFRIWCGOHTNF-UHFFFAOYSA-N
5994,"(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",C21H30O2,314.5,3.9,34.1,0,2,1,23,,RJKFOVLPORLFTN-LEKSSAKUSA-N
44623998,"2-[(3R)-7-[[4-cyclopentyl-3-(trifluoromethyl)phenyl]methoxy]-1,2,3,4-tetrahydrocyclopenta[b]indol-3-yl]acetic acid",C26H26F3NO3,457.5,6.4,62.3,2,6,6,33,,MVGWUTBTXDYMND-QGZVFWFLSA-N
3035850,"(2S,3S,4R,5R)-5-[2-chloro-6-[(3-iodophenyl)methylamino]purin-9-yl]-3,4-dihydroxy-N-methyloxolane-2-carboxamide",C18H18ClIN6O4,544.7,1.9,134.0,4,8,5,30,,IPSYPUKKXMNCNQ-PFHKOEEOSA-N
44187362,"N-[(2S)-2,3-dihydroxypropyl]-3-(2-fluoro-4-iodoanilino)pyridine-4-carboxamide",C15H15FIN3O3,431.20,1.7,94.5,4,6,6,23,,VIUAUNHCRHHYNE-JTQLQIEISA-N
24756034,6-[6-(hydroxymethyl)pyrimidin-4-yl]oxy-N-[3-(trifluoromethyl)phenyl]naphthalene-1-carboxamide,C23H16F3N3O3,439.4,4.2,84.3,2,8,5,32,,JNLSTLQFDDAULK-UHFFFAOYSA-N
12000240,"(3S)-3-[[(2S)-2-[[2-(2-tert-butylanilino)-2-oxoacetyl]amino]propanoyl]amino]-4-oxo-5-(2,3,5,6-tetrafluorophenoxy)pentanoic acid",C26H27F4N3O7,569.5,3.6,151.0,4,11,11,40,,SCVHJVCATBPIHN-SJCJKPOMSA-N
10096344,"8-[(3R)-3-aminopiperidin-1-yl]-7-but-2-ynyl-3-methyl-1-[(4-methylquinazolin-2-yl)methyl]purine-2,6-dione",C25H28N8O2,472.5,1.9,113.0,1,7,4,35,,LTXREWYXXSTFRX-QGZVFWFLSA-N
5336,4-amino-N-pyridin-2-ylbenzenesulfonamide,C11H11N3O2S,249.29,0.0,93.5,2,5,3,17,,GECHUMIMRBOMGK-UHFFFAOYSA-N
38853,"(2S)-2-amino-3-(3,4-dihydroxyphenyl)-2-methylpropanoic acid",C10H13NO4,211.21,-1.9,104.0,4,5,3,15,,CJCSPKMFHVPWAR-JTQLQIEISA-N
41022,"acetic acid;N-(piperidin-2-ylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide",C19H24F6N2O5,474.4,,96.9,3,12,7,32,,RKXNZRPQSOPPRN-UHFFFAOYSA-N
11526038,"(2R)-2-[3-[[1,3-benzoxazol-2-yl-[3-(4-methoxyphenoxy)propyl]amino]methyl]phenoxy]butanoic acid",C28H30N2O6,490.5,6.2,94.3,1,8,13,36,,ZHKNLJLMDFQVHJ-RUZDIDTESA-N
11409972,1-[4-[(4-ethylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]-3-[4-[6-(methylamino)pyrimidin-4-yl]oxyphenyl]urea,C26H30F3N7O2,529.6,3.8,94.7,3,10,8,38,,ODPGGGTTYSGTGO-UHFFFAOYSA-N
3052762,"4-amino-5-chloro-N-[1-(3-methoxypropyl)piperidin-4-yl]-2,3-dihydro-1-benzofuran-7-carboxamide",C18H26ClN3O3,367.9,2.0,76.8,2,5,6,25,,ZPMNHBXQOOVQJL-UHFFFAOYSA-N
46926973,2-[5-methyl-6-(2-methyl-4-pyridinyl)-3-pyridinyl]-N-(5-pyrazin-2-yl-2-pyridinyl)acetamide,C23H20N6O,396.4,1.8,93.6,1,6,5,30,,XXYGTCZJJLTAGH-UHFFFAOYSA-N
5462355,"(2S)-1-[(2S,4R)-4-benzyl-2-hydroxy-5-[[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]amino]-5-oxopentyl]-N-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide;sulfuric acid",C36H49N5O8S,711.9,,201.0,6,11,12,50,,NUBQKPWHXMGDLP-BDEHJDMKSA-N
54690031,"6-chloro-4-hydroxy-2-methyl-1,1-dioxo-N-pyridin-2-ylthieno[2,3-e]thiazine-3-carboxamide",C13H10ClN3O4S2,371.8,2.1,136.0,2,7,2,23,,WLHQHAUOOXYABV-UHFFFAOYSA-N
16739650,"(16E)-14-methyl-20-oxa-5,7,14,27-tetrazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaene",C23H24N4O,372.5,4.2,50.3,1,5,0,28,,VXBAJLGYBMTJCY-NSCUHMNNSA-N
