ID,Drug1,Drug2,Cell line,ZIP,classification
116486,CABAZITAXEL,MECHLORETHAMINE HYDROCHLORIDE,EKVX,-7.09,No_Effect
116487,CABAZITAXEL,MECHLORETHAMINE HYDROCHLORIDE,A549,-6.95,No_Effect
116510,VANDETANIB,MECHLORETHAMINE HYDROCHLORIDE,NCIH23,-8.32,Antagonism
116511,VANDETANIB,MECHLORETHAMINE HYDROCHLORIDE,MCF7,-5.12,No_Effect
116514,VANDETANIB,MECHLORETHAMINE HYDROCHLORIDE,A549,-8.01,Antagonism
116515,VANDETANIB,MECHLORETHAMINE HYDROCHLORIDE,A498,-7.29,No_Effect
116517,VANDETANIB,MECHLORETHAMINE HYDROCHLORIDE,IGROV1,-7.56,Antagonism
116519,VANDETANIB,MECHLORETHAMINE HYDROCHLORIDE,HCT116,-6.91,No_Effect
116549,AXITINIB,MECHLORETHAMINE HYDROCHLORIDE,A549,-8.23,Antagonism
116550,AXITINIB,MECHLORETHAMINE HYDROCHLORIDE,IGROV1,-5.59,No_Effect
116552,AXITINIB,MECHLORETHAMINE HYDROCHLORIDE,HCT116,-6.64,No_Effect
116553,AXITINIB,MECHLORETHAMINE HYDROCHLORIDE,NCIH23,-7.77,Antagonism
116555,AXITINIB,MECHLORETHAMINE HYDROCHLORIDE,KM12,-5.41,No_Effect
116568,5-FU,BORTEZOMIB,NCIH23,-11.21,Antagonism
116570,5-FU,BORTEZOMIB,KM12,-8.95,Antagonism
116576,5-FU,BORTEZOMIB,A549,5.89,No_Effect
116577,5-FU,BORTEZOMIB,A498,-9.56,Antagonism
116581,VISMODEGIB,MECHLORETHAMINE HYDROCHLORIDE,KM12,-8.28,Antagonism
116583,VISMODEGIB,MECHLORETHAMINE HYDROCHLORIDE,NCIH23,-9.1,Antagonism
116584,VISMODEGIB,MECHLORETHAMINE HYDROCHLORIDE,MCF7,-5.79,No_Effect
116585,VISMODEGIB,MECHLORETHAMINE HYDROCHLORIDE,A549,-7.06,No_Effect
116587,VISMODEGIB,MECHLORETHAMINE HYDROCHLORIDE,HCT116,-6.93,No_Effect
116588,VISMODEGIB,MECHLORETHAMINE HYDROCHLORIDE,IGROV1,-7.26,No_Effect
116589,VISMODEGIB,MECHLORETHAMINE HYDROCHLORIDE,HT29,-5.52,No_Effect
116629,CRIZOTINIB,MECHLORETHAMINE HYDROCHLORIDE,A549,-9.12,Antagonism
116631,CRIZOTINIB,MECHLORETHAMINE HYDROCHLORIDE,HCT116,-7.91,Antagonism
116633,CRIZOTINIB,MECHLORETHAMINE HYDROCHLORIDE,HT29,-5.28,No_Effect
116634,CRIZOTINIB,MECHLORETHAMINE HYDROCHLORIDE,IGROV1,-7.48,No_Effect
116637,CRIZOTINIB,MECHLORETHAMINE HYDROCHLORIDE,NCIH23,-11.3,Antagonism
116638,CRIZOTINIB,MECHLORETHAMINE HYDROCHLORIDE,MCF7,-7.08,No_Effect
116644,MELPHALAN HYDROCHLORIDE,BORTEZOMIB,IGROV1,-6.26,No_Effect
116647,MELPHALAN HYDROCHLORIDE,BORTEZOMIB,EKVX,7.3,No_Effect
116651,MELPHALAN HYDROCHLORIDE,BORTEZOMIB,MCF7,-6.45,No_Effect
116697,ALTRETAMINE,BORTEZOMIB,NCIH23,5.57,No_Effect
116710,CHLORAMBUCIL,BORTEZOMIB,UACC62,-9.67,Antagonism
116723,CHLORAMBUCIL,BORTEZOMIB,NCIH23,-15.3,Antagonism
116728,CHLORAMBUCIL,BORTEZOMIB,HT29,-6.61,No_Effect
116731,CHLORAMBUCIL,BORTEZOMIB,HCT116,-12.24,Antagonism
116733,CHLORAMBUCIL,BORTEZOMIB,EKVX,-5.16,No_Effect
116735,CHLORAMBUCIL,BORTEZOMIB,A498,-8.63,Antagonism
116739,THIOGUANINE,BORTEZOMIB,KM12,-7.37,No_Effect
116744,THIOGUANINE,BORTEZOMIB,EKVX,-8.1,Antagonism
116745,THIOGUANINE,BORTEZOMIB,A498,-7.19,No_Effect
116761,PAZOPANIB HYDROCHLORIDE,IXABEPILONE,EKVX,7.16,No_Effect
116775,ABIRATERONE,IXABEPILONE,HT29,5.6,No_Effect
116777,PEMETREXED,CELECOXIB,KM12,-10.27,Antagonism
116780,PEMETREXED,CELECOXIB,A549,-13,Antagonism
116781,PEMETREXED,CELECOXIB,ACHN,-5.3,No_Effect
116782,PEMETREXED,CELECOXIB,IGROV1,-7.49,No_Effect
116848,TENIPOSIDE,BORTEZOMIB,IGROV1,-10.05,Antagonism
116849,TENIPOSIDE,BORTEZOMIB,EKVX,-9.47,Antagonism
116850,TENIPOSIDE,BORTEZOMIB,A498,-8.14,Antagonism
116853,TENIPOSIDE,BORTEZOMIB,MCF7,-7.64,Antagonism
116854,TENIPOSIDE,BORTEZOMIB,NCIH23,-5.76,No_Effect
116855,TENIPOSIDE,BORTEZOMIB,KM12,-8.53,Antagonism
116859,TENIPOSIDE,BORTEZOMIB,UACC62,-5.96,No_Effect
116874,GEFITINIB,CELECOXIB,HT29,6.42,No_Effect
116876,GEFITINIB,CELECOXIB,EKVX,-8.13,Antagonism
116879,GEFITINIB,CELECOXIB,KM12,-7.94,Antagonism
116881,GEFITINIB,CELECOXIB,NCIH23,-7.25,No_Effect
116911,EXEMESTANE,CELECOXIB,MCF7,-7.6,Antagonism
116912,EXEMESTANE,CELECOXIB,KM12,-7.73,Antagonism
116913,DEXRAZOXANE,MEGESTROL ACETATE,ACHN,10.31,Synergy
116916,DEXRAZOXANE,MEGESTROL ACETATE,HT29,-10.21,Antagonism
116917,DEXRAZOXANE,MEGESTROL ACETATE,IGROV1,-5.36,No_Effect
116918,DEXRAZOXANE,MEGESTROL ACETATE,KM12,-9.48,Antagonism
116919,DEXRAZOXANE,MEGESTROL ACETATE,NCIH23,-5.19,No_Effect
116960,PAZOPANIB HYDROCHLORIDE,CELECOXIB,KM12,-6.65,No_Effect
116962,PAZOPANIB HYDROCHLORIDE,CELECOXIB,HT29,5.15,No_Effect
116969,LENALIDOMIDE,CELECOXIB,KM12,-7.91,Antagonism
116975,ABIRATERONE,CELECOXIB,KM12,-9.12,Antagonism
116977,LOMUSTINE,BORTEZOMIB,UACC62,-8.05,Antagonism
116993,LOMUSTINE,BORTEZOMIB,ACHN,-5.03,No_Effect
116994,LOMUSTINE,BORTEZOMIB,A498,-5.61,No_Effect
117002,LOMUSTINE,BORTEZOMIB,KM12,-7.85,Antagonism
117017,VEMURAFENIB,CELECOXIB,UACC62,9.78,Synergy
117023,VEMURAFENIB,CELECOXIB,HT29,11.94,Synergy
117048,CRIZOTINIB,CELECOXIB,NCIH23,-5.84,No_Effect
117052,VISMODEGIB,CELECOXIB,KM12,-10.13,Antagonism
117065,AXITINIB,CELECOXIB,HCT116,-5.38,No_Effect
117066,AXITINIB,CELECOXIB,KM12,-7.62,Antagonism
117073,MEGESTROL ACETATE,BORTEZOMIB,MCF7,5.76,No_Effect
117074,MEGESTROL ACETATE,BORTEZOMIB,NCIH23,5.33,No_Effect
117091,CABAZITAXEL,CELECOXIB,NCIH23,14.38,Synergy
117093,CABAZITAXEL,CELECOXIB,MCF7,18.05,Synergy
117097,CABAZITAXEL,CELECOXIB,HT29,16.19,Synergy
117100,CABAZITAXEL,CELECOXIB,HCT116,8.88,Synergy
117102,CABAZITAXEL,CELECOXIB,EKVX,7.63,Synergy
117106,CABAZITAXEL,CELECOXIB,ACHN,8.69,Synergy
117107,CABAZITAXEL,CELECOXIB,A549,14.49,Synergy
117108,CABAZITAXEL,CELECOXIB,A498,12.06,Synergy
117119,CABAZITAXEL,CELECOXIB,UACC62,7.41,No_Effect
117136,EXEMESTANE,PACLITAXEL,UACC62,-14.25,Antagonism
117141,EXEMESTANE,PACLITAXEL,EKVX,-6.1,No_Effect
117143,EXEMESTANE,PACLITAXEL,ACHN,-8.02,Antagonism
117146,EXEMESTANE,PACLITAXEL,MCF7,-8.95,Antagonism
117147,EXEMESTANE,PACLITAXEL,KM12,-8.02,Antagonism
117155,GEFITINIB,PACLITAXEL,KM12,7.85,Synergy
117157,GEFITINIB,PACLITAXEL,NCIH23,6.31,No_Effect
117165,GEFITINIB,PACLITAXEL,UACC62,-5.77,No_Effect
117175,PEMETREXED,PACLITAXEL,HT29,-8.54,Antagonism
117176,PEMETREXED,PACLITAXEL,IGROV1,-13.84,Antagonism
117181,PEMETREXED,PACLITAXEL,EKVX,-5.53,No_Effect
117182,PEMETREXED,PACLITAXEL,A549,-12.86,Antagonism
117183,PEMETREXED,PACLITAXEL,ACHN,-5.2,No_Effect
117185,PEMETREXED,PACLITAXEL,A498,-5.41,No_Effect
117190,PEMETREXED,PACLITAXEL,MCF7,-13.38,Antagonism
117192,PEMETREXED,PACLITAXEL,KM12,-14.25,Antagonism
117193,PEMETREXED,PACLITAXEL,UACC62,-8.08,Antagonism
117214,DEXRAZOXANE,BORTEZOMIB,NCIH23,-5.37,No_Effect
117216,DEXRAZOXANE,BORTEZOMIB,IGROV1,-6.31,No_Effect
117218,DEXRAZOXANE,BORTEZOMIB,A498,-6.69,No_Effect
117219,DEXRAZOXANE,BORTEZOMIB,ACHN,-6.13,No_Effect
117371,DEXRAZOXANE,DACARBAZINE,KM12,-11.69,Antagonism
117372,DEXRAZOXANE,DACARBAZINE,MCF7,-5.99,No_Effect
117373,DEXRAZOXANE,DACARBAZINE,NCIH23,-6.28,No_Effect
117376,DEXRAZOXANE,DACARBAZINE,HT29,-10.73,Antagonism
117377,DEXRAZOXANE,DACARBAZINE,IGROV1,-9.69,Antagonism
117520,AXITINIB,PACLITAXEL,UACC62,10.43,Synergy
117537,AXITINIB,PACLITAXEL,HCT116,16.46,Synergy
117541,AXITINIB,PACLITAXEL,HT29,20.22,Synergy
117542,AXITINIB,PACLITAXEL,A549,12.47,Synergy
117544,AXITINIB,PACLITAXEL,A498,-5.18,No_Effect
117572,VISMODEGIB,PACLITAXEL,HCT116,15.8,Synergy
117575,VISMODEGIB,PACLITAXEL,IGROV1,9.86,Synergy
117576,VISMODEGIB,PACLITAXEL,HT29,17,Synergy
117577,VISMODEGIB,PACLITAXEL,A549,14.61,Synergy
117589,VISMODEGIB,PACLITAXEL,KM12,7.51,Synergy
117591,VISMODEGIB,PACLITAXEL,NCIH23,7.06,No_Effect
117596,VISMODEGIB,PACLITAXEL,UACC62,13.65,Synergy
117645,CRIZOTINIB,PACLITAXEL,HT29,11.85,Synergy
117646,CRIZOTINIB,PACLITAXEL,IGROV1,5.21,No_Effect
117649,CRIZOTINIB,PACLITAXEL,HCT116,6.32,No_Effect
117652,CRIZOTINIB,PACLITAXEL,EKVX,-8.61,Antagonism
117656,CRIZOTINIB,PACLITAXEL,UACC62,5.02,No_Effect
117664,CABAZITAXEL,PACLITAXEL,EKVX,-10.68,Antagonism
117669,CABAZITAXEL,PACLITAXEL,HCT116,13.34,Synergy
117672,CABAZITAXEL,PACLITAXEL,HT29,13.92,Synergy
117691,VANDETANIB,PACLITAXEL,UACC62,8.03,Synergy
117705,VANDETANIB,PACLITAXEL,ACHN,-7.52,Antagonism
117706,VANDETANIB,PACLITAXEL,A549,15.85,Synergy
117708,VANDETANIB,PACLITAXEL,IGROV1,10.88,Synergy
117709,VANDETANIB,PACLITAXEL,HT29,22.21,Synergy
117712,VANDETANIB,PACLITAXEL,HCT116,16.58,Synergy
117717,VANDETANIB,PACLITAXEL,KM12,8.24,Synergy
117722,DEXRAZOXANE,SUNITINIB,ACHN,-8.67,Antagonism
117723,DEXRAZOXANE,SUNITINIB,A498,-6.71,No_Effect
117724,DEXRAZOXANE,SUNITINIB,IGROV1,-6.3,No_Effect
117726,DEXRAZOXANE,SUNITINIB,KM12,-16.79,Antagonism
117738,PEMETREXED,LOMUSTINE,A549,-10.45,Antagonism
117739,PEMETREXED,LOMUSTINE,ACHN,-7.74,Antagonism
117741,PEMETREXED,LOMUSTINE,HT29,-7.68,Antagonism
117742,PEMETREXED,LOMUSTINE,IGROV1,-9.2,Antagonism
117748,PEMETREXED,LOMUSTINE,NCIH23,-7.06,No_Effect
117749,PEMETREXED,LOMUSTINE,MCF7,-9.08,Antagonism
117751,PEMETREXED,LOMUSTINE,KM12,-10.12,Antagonism
117764,PEMETREXED,LOMUSTINE,UACC62,-5.42,No_Effect
117796,ABIRATERONE,PACLITAXEL,UACC62,13.62,Synergy
117801,ABIRATERONE,PACLITAXEL,KM12,7.99,Synergy
117803,ABIRATERONE,PACLITAXEL,MCF7,11.3,Synergy
117811,ABIRATERONE,PACLITAXEL,A549,15.48,Synergy
117813,ABIRATERONE,PACLITAXEL,EKVX,9.44,Synergy
117818,ABIRATERONE,PACLITAXEL,HCT116,20.32,Synergy
117821,ABIRATERONE,PACLITAXEL,IGROV1,9.19,Synergy
117822,ABIRATERONE,PACLITAXEL,HT29,15.38,Synergy
117828,LENALIDOMIDE,PACLITAXEL,KM12,-12.39,Antagonism
117833,LENALIDOMIDE,PACLITAXEL,IGROV1,-9.61,Antagonism
117834,LENALIDOMIDE,PACLITAXEL,HT29,-7.49,No_Effect
117838,LENALIDOMIDE,PACLITAXEL,EKVX,-7.28,No_Effect
117839,LENALIDOMIDE,PACLITAXEL,A498,-7.51,Antagonism
117840,LENALIDOMIDE,PACLITAXEL,ACHN,-7.35,No_Effect
117841,LENALIDOMIDE,PACLITAXEL,A549,-7.01,No_Effect
117848,LENALIDOMIDE,PACLITAXEL,UACC62,-12.97,Antagonism
117869,VEMURAFENIB,PACLITAXEL,ACHN,-5.6,No_Effect
117870,VEMURAFENIB,PACLITAXEL,A549,11.7,Synergy
117872,VEMURAFENIB,PACLITAXEL,EKVX,9.15,Synergy
117876,VEMURAFENIB,PACLITAXEL,HCT116,11.57,Synergy
117879,VEMURAFENIB,PACLITAXEL,HT29,8.31,Synergy
117881,VEMURAFENIB,PACLITAXEL,KM12,13.72,Synergy
117883,VEMURAFENIB,PACLITAXEL,NCIH23,5.02,No_Effect
117891,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,A549,14.04,Synergy
117892,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,A498,7.1,No_Effect
117894,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,EKVX,5.92,No_Effect
117899,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,HCT116,16.87,Synergy
117901,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,HT29,18.03,Synergy
117903,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,KM12,6.88,No_Effect
117904,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,MCF7,8.35,Synergy
117919,PAZOPANIB HYDROCHLORIDE,PACLITAXEL,UACC62,6.89,No_Effect
117994,TENIPOSIDE,DACARBAZINE,A498,-5.36,No_Effect
117995,TENIPOSIDE,DACARBAZINE,ACHN,5.39,No_Effect
118000,TENIPOSIDE,DACARBAZINE,HT29,-10.81,Antagonism
118001,TENIPOSIDE,DACARBAZINE,KM12,-9.51,Antagonism
118004,TENIPOSIDE,DACARBAZINE,MCF7,-12.44,Antagonism
118011,TENIPOSIDE,DACARBAZINE,UACC62,-5.18,No_Effect
118072,TENIPOSIDE,MELPHALAN HYDROCHLORIDE,A498,-9.03,Antagonism
118073,TENIPOSIDE,MELPHALAN HYDROCHLORIDE,HT29,-5.25,No_Effect
118076,TENIPOSIDE,MELPHALAN HYDROCHLORIDE,HCT116,-5.19,No_Effect
118078,TENIPOSIDE,MELPHALAN HYDROCHLORIDE,MCF7,-10.93,Antagonism
118217,LOMUSTINE,DACARBAZINE,UACC62,-8.11,Antagonism
118226,LOMUSTINE,DACARBAZINE,NCIH23,-7.43,No_Effect
118228,LOMUSTINE,DACARBAZINE,KM12,-10.54,Antagonism
118229,LOMUSTINE,DACARBAZINE,IGROV1,-7.49,No_Effect
118230,LOMUSTINE,DACARBAZINE,HT29,-5.02,No_Effect
118236,LOMUSTINE,DACARBAZINE,ACHN,-6.92,No_Effect
118245,MEGESTROL ACETATE,DACARBAZINE,MCF7,6.23,No_Effect
118246,MEGESTROL ACETATE,DACARBAZINE,KM12,-6.68,No_Effect
118550,PEMETREXED,ROMIDEPSIN,KM12,-6.94,No_Effect
118551,PEMETREXED,ROMIDEPSIN,EKVX,25.36,Synergy
118552,PEMETREXED,ROMIDEPSIN,A549,-6.69,No_Effect
118553,PEMETREXED,ROMIDEPSIN,A498,-10.04,Antagonism
118621,EXEMESTANE,ROMIDEPSIN,EKVX,18.45,Synergy
118622,EXEMESTANE,ROMIDEPSIN,ACHN,6,No_Effect
118629,GEFITINIB,ROMIDEPSIN,KM12,-5.7,No_Effect
118631,GEFITINIB,ROMIDEPSIN,NCIH23,-5.15,No_Effect
118633,GEFITINIB,ROMIDEPSIN,ACHN,6.44,No_Effect
118634,GEFITINIB,ROMIDEPSIN,EKVX,24.43,Synergy
118745,PEMETREXED,AMINOLEVULINIC ACID HYDROCHLORIDE,A549,-6.32,No_Effect
118746,PEMETREXED,AMINOLEVULINIC ACID HYDROCHLORIDE,ACHN,-6.32,No_Effect
118766,PEMETREXED,AMINOLEVULINIC ACID HYDROCHLORIDE,UACC62,-5.63,No_Effect
118805,VISMODEGIB,CARMUSTINE,KM12,-7.86,Antagonism
118807,VISMODEGIB,CARMUSTINE,EKVX,5.04,No_Effect
118810,VISMODEGIB,ROMIDEPSIN,EKVX,15.73,Synergy
118811,VISMODEGIB,ROMIDEPSIN,ACHN,-5.17,No_Effect
118813,VISMODEGIB,ROMIDEPSIN,A498,-7.18,No_Effect
118814,VISMODEGIB,ROMIDEPSIN,KM12,-5.03,No_Effect
118822,CRIZOTINIB,ROMIDEPSIN,EKVX,14.44,Synergy
118823,CRIZOTINIB,ROMIDEPSIN,ACHN,-7.64,Antagonism
118824,CRIZOTINIB,ROMIDEPSIN,A498,-5.8,No_Effect
118826,CRIZOTINIB,ROMIDEPSIN,NCIH23,-7.36,No_Effect
118833,CRIZOTINIB,CARMUSTINE,MCF7,6.8,No_Effect
118844,AXITINIB,ROMIDEPSIN,ACHN,-10.62,Antagonism
118845,AXITINIB,ROMIDEPSIN,A498,-12.05,Antagonism
118847,AXITINIB,ROMIDEPSIN,EKVX,15.81,Synergy
118850,VANDETANIB,ROMIDEPSIN,UACC62,-5.05,No_Effect
118858,VANDETANIB,ROMIDEPSIN,ACHN,-14.54,Antagonism
118860,VANDETANIB,ROMIDEPSIN,A498,-11.79,Antagonism
118861,VANDETANIB,ROMIDEPSIN,EKVX,12.32,Synergy
118864,VANDETANIB,ROMIDEPSIN,NCIH23,-6.78,No_Effect
118865,CABAZITAXEL,ROMIDEPSIN,EKVX,19.75,Synergy
118866,CABAZITAXEL,ROMIDEPSIN,A498,-10.8,Antagonism
118867,CABAZITAXEL,ROMIDEPSIN,ACHN,-8.25,Antagonism
118873,CABAZITAXEL,ROMIDEPSIN,UACC62,-6.76,No_Effect
118928,EXEMESTANE,AMINOLEVULINIC ACID HYDROCHLORIDE,ACHN,5.17,No_Effect
118942,GEFITINIB,AMINOLEVULINIC ACID HYDROCHLORIDE,KM12,17.34,Synergy
118945,GEFITINIB,AMINOLEVULINIC ACID HYDROCHLORIDE,NCIH23,-8.05,Antagonism
118954,GEFITINIB,AMINOLEVULINIC ACID HYDROCHLORIDE,EKVX,-6.87,No_Effect
118977,GEFITINIB,AMINOLEVULINIC ACID HYDROCHLORIDE,UACC62,-6.21,No_Effect
118978,CHLORAMBUCIL,CELECOXIB,NCIH23,-5.2,No_Effect
118980,CHLORAMBUCIL,CELECOXIB,MCF7,-10.33,Antagonism
118985,CHLORAMBUCIL,CELECOXIB,EKVX,-5.95,No_Effect
118988,CHLORAMBUCIL,CELECOXIB,A498,-6.74,No_Effect
118990,CHLORAMBUCIL,CELECOXIB,IGROV1,-10.06,Antagonism
118991,CHLORAMBUCIL,CELECOXIB,HT29,-7.07,No_Effect
119006,CHLORAMBUCIL,CELECOXIB,UACC62,-9.58,Antagonism
119026,THIOGUANINE,CELECOXIB,EKVX,-11.23,Antagonism
119027,THIOGUANINE,CELECOXIB,A498,-5.13,No_Effect
119031,CABAZITAXEL,CARMUSTINE,NCIH23,8.68,Synergy
119032,CABAZITAXEL,CARMUSTINE,MCF7,7.95,Synergy
119102,VANDETANIB,CARMUSTINE,ACHN,-6.43,No_Effect
119110,MELPHALAN HYDROCHLORIDE,CELECOXIB,ACHN,-7.67,Antagonism
119111,MELPHALAN HYDROCHLORIDE,CELECOXIB,A549,-7.85,Antagonism
119113,MELPHALAN HYDROCHLORIDE,CELECOXIB,HCT116,-5.07,No_Effect
119115,MELPHALAN HYDROCHLORIDE,CELECOXIB,IGROV1,-7.38,No_Effect
119116,MELPHALAN HYDROCHLORIDE,CELECOXIB,HT29,5.55,No_Effect
119118,MELPHALAN HYDROCHLORIDE,CELECOXIB,MCF7,-7.73,Antagonism
119119,MELPHALAN HYDROCHLORIDE,CELECOXIB,NCIH23,-5.4,No_Effect
119137,VANDETANIB,AMINOLEVULINIC ACID HYDROCHLORIDE,NCIH23,-5.35,No_Effect
119144,VANDETANIB,AMINOLEVULINIC ACID HYDROCHLORIDE,A549,-8,Antagonism
119175,PAZOPANIB HYDROCHLORIDE,ROMIDEPSIN,EKVX,17.62,Synergy
119177,PAZOPANIB HYDROCHLORIDE,ROMIDEPSIN,A498,-9.68,Antagonism
119179,PAZOPANIB HYDROCHLORIDE,ROMIDEPSIN,NCIH23,-5.43,No_Effect
119180,PAZOPANIB HYDROCHLORIDE,ROMIDEPSIN,MCF7,5.71,No_Effect
119191,CABAZITAXEL,AMINOLEVULINIC ACID HYDROCHLORIDE,KM12,5.82,No_Effect
119193,CABAZITAXEL,AMINOLEVULINIC ACID HYDROCHLORIDE,NCIH23,-8.24,Antagonism
119197,CABAZITAXEL,AMINOLEVULINIC ACID HYDROCHLORIDE,HCT116,-11.44,Antagonism
119200,CABAZITAXEL,AMINOLEVULINIC ACID HYDROCHLORIDE,IGROV1,-8.89,Antagonism
119201,CABAZITAXEL,AMINOLEVULINIC ACID HYDROCHLORIDE,HT29,-7.76,Antagonism
119202,CABAZITAXEL,AMINOLEVULINIC ACID HYDROCHLORIDE,A549,-8.11,Antagonism
119204,CABAZITAXEL,AMINOLEVULINIC ACID HYDROCHLORIDE,EKVX,-6.34,No_Effect
119255,5-FU,CELECOXIB,MCF7,6.46,No_Effect
119258,5-FU,CELECOXIB,NCIH23,-6.76,No_Effect
119260,5-FU,CELECOXIB,KM12,-20.35,Antagonism
119284,VISMODEGIB,AMINOLEVULINIC ACID HYDROCHLORIDE,A549,-5.17,No_Effect
119292,CRIZOTINIB,AMINOLEVULINIC ACID HYDROCHLORIDE,A549,-7.48,No_Effect
119294,CRIZOTINIB,AMINOLEVULINIC ACID HYDROCHLORIDE,NCIH23,-7.64,Antagonism
119350,LENALIDOMIDE,ROMIDEPSIN,EKVX,19.34,Synergy
119352,LENALIDOMIDE,ROMIDEPSIN,IGROV1,9.67,Synergy
119366,ABIRATERONE,ROMIDEPSIN,NCIH23,-5.84,No_Effect
119368,ABIRATERONE,ROMIDEPSIN,KM12,-7.02,No_Effect
119369,ABIRATERONE,ROMIDEPSIN,EKVX,18.54,Synergy
119370,ABIRATERONE,ROMIDEPSIN,ACHN,-6.34,No_Effect
119371,ABIRATERONE,ROMIDEPSIN,A498,-5.56,No_Effect
119379,VEMURAFENIB,ROMIDEPSIN,EKVX,19.42,Synergy
119380,VEMURAFENIB,ROMIDEPSIN,ACHN,-8.84,Antagonism
119382,VEMURAFENIB,ROMIDEPSIN,A498,-11.12,Antagonism
119389,URACIL MUSTARD,CELECOXIB,KM12,-7.02,No_Effect
119391,URACIL MUSTARD,CELECOXIB,MCF7,-10.75,Antagonism
119394,URACIL MUSTARD,CELECOXIB,IGROV1,-5.26,No_Effect
119395,URACIL MUSTARD,CELECOXIB,HT29,-7.91,Antagonism
119396,URACIL MUSTARD,CELECOXIB,A498,-7.17,No_Effect
119397,URACIL MUSTARD,CELECOXIB,ACHN,-5.96,No_Effect
119398,URACIL MUSTARD,CELECOXIB,EKVX,-5.25,No_Effect
119409,URACIL MUSTARD,CELECOXIB,UACC62,-8.92,Antagonism
119477,DACARBAZINE,CELECOXIB,HCT116,7.78,Synergy
119478,DACARBAZINE,CELECOXIB,IGROV1,-6.27,No_Effect
119479,DACARBAZINE,CELECOXIB,ACHN,-5.94,No_Effect
119577,VEMURAFENIB,AMINOLEVULINIC ACID HYDROCHLORIDE,UACC62,7.01,No_Effect
119588,LENALIDOMIDE,AMINOLEVULINIC ACID HYDROCHLORIDE,A549,-5.9,No_Effect
119593,LENALIDOMIDE,AMINOLEVULINIC ACID HYDROCHLORIDE,NCIH23,-5.46,No_Effect
119670,LOMUSTINE,CELECOXIB,MCF7,-5.59,No_Effect
119671,LOMUSTINE,CELECOXIB,NCIH23,-5.78,No_Effect
119672,LOMUSTINE,CELECOXIB,KM12,-9.14,Antagonism
119675,LOMUSTINE,CELECOXIB,IGROV1,-8.52,Antagonism
119676,LOMUSTINE,CELECOXIB,HCT116,5.07,No_Effect
119679,LOMUSTINE,CELECOXIB,A549,-7.74,Antagonism
119680,LOMUSTINE,CELECOXIB,ACHN,-6.16,No_Effect
119685,LOMUSTINE,CELECOXIB,UACC62,-7.95,Antagonism
119913,TENIPOSIDE,CELECOXIB,A549,6.03,No_Effect
119914,TENIPOSIDE,CELECOXIB,A498,-7.94,Antagonism
119915,TENIPOSIDE,CELECOXIB,HT29,5.02,No_Effect
119916,TENIPOSIDE,CELECOXIB,IGROV1,-10.64,Antagonism
119918,TENIPOSIDE,CELECOXIB,MCF7,-6.17,No_Effect
119921,TENIPOSIDE,CELECOXIB,KM12,-8.14,Antagonism
120055,DEXRAZOXANE,CELECOXIB,NCIH23,-6.9,No_Effect
120056,DEXRAZOXANE,CELECOXIB,MCF7,-5.91,No_Effect
120058,DEXRAZOXANE,CELECOXIB,ACHN,-9.1,Antagonism
120059,DEXRAZOXANE,CELECOXIB,A498,-5.72,No_Effect
120062,DEXRAZOXANE,CELECOXIB,IGROV1,-7.25,No_Effect
120063,DEXRAZOXANE,CELECOXIB,HT29,-10.82,Antagonism
120162,GEFITINIB,MEGESTROL ACETATE,KM12,-7.18,No_Effect
120166,GEFITINIB,MEGESTROL ACETATE,IGROV1,16.09,Synergy
120167,GEFITINIB,MEGESTROL ACETATE,HT29,5.86,No_Effect
120168,GEFITINIB,MEGESTROL ACETATE,A498,-9.08,Antagonism
120436,PEMETREXED,MEGESTROL ACETATE,IGROV1,-5.65,No_Effect
120687,PAZOPANIB HYDROCHLORIDE,MEGESTROL ACETATE,HT29,9.22,Synergy
120694,PAZOPANIB HYDROCHLORIDE,MEGESTROL ACETATE,A549,5.71,No_Effect
120700,PAZOPANIB HYDROCHLORIDE,MEGESTROL ACETATE,MCF7,10.9,Synergy
120923,ABIRATERONE,MEGESTROL ACETATE,KM12,-5.1,No_Effect
120952,VEMURAFENIB,MEGESTROL ACETATE,HT29,6.36,No_Effect
120959,VEMURAFENIB,MEGESTROL ACETATE,MCF7,6.34,No_Effect
120965,VEMURAFENIB,MEGESTROL ACETATE,UACC62,7.32,No_Effect
120986,GEFITINIB,BORTEZOMIB,A498,-8.76,Antagonism
120989,GEFITINIB,BORTEZOMIB,EKVX,-7.9,Antagonism
120992,GEFITINIB,BORTEZOMIB,HCT116,-5.93,No_Effect
120994,GEFITINIB,BORTEZOMIB,KM12,-7.9,Antagonism
120997,GEFITINIB,BORTEZOMIB,NCIH23,-7.5,No_Effect
121273,PEMETREXED,BORTEZOMIB,KM12,-6.88,No_Effect
121276,PEMETREXED,BORTEZOMIB,A549,-9.76,Antagonism
121277,PEMETREXED,BORTEZOMIB,A498,-5.29,No_Effect
121278,PEMETREXED,BORTEZOMIB,IGROV1,-6.42,No_Effect
